Nome do Arquivo,Link,Caminho
PROUNI_documentacao.pdf,https://drive.google.com/file/d/19mrLJw4sJgiYtvaoU8bVlnjnf2y69Cuy/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / PROUNI
DOCUMENTAÇÃO FIES.pdf,https://drive.google.com/file/d/1wMyLemZUeHDcjole4YrrUBq1T643EMQD/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / FIES
ENEM PPL 2024.pdf,https://drive.google.com/file/d/1CN2kKbqma-HYOXFXCHbp2eCkCrtQhVpP/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / PROVAS
ENEM 2023 COM RESOLUÇÃO.pdf,https://drive.google.com/file/d/1suGGr7v7TvVbseNvZXv5yYi5--KG3W0I/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / PROVAS
ENEM 2018 COM RESOLUÇÃO.pdf,https://drive.google.com/file/d/1PKJd1il7VhhUOHpi3uPdq8h5Iz_u4Rxi/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / PROVAS
ENEM 2019 COM RESOLUÇÃO.pdf,https://drive.google.com/file/d/1B_4ocT9Wmqm8PRdOjvSL9Axdjmq5VUHc/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / PROVAS
ENEM 2021 COM RESOLUÇÃO.pdf,https://drive.google.com/file/d/1ZWr7vo3h76SWdC4eeZcPycAVe4n-NMHi/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / PROVAS
ENEM 2020 COM RESOLUÇÃO.pdf,https://drive.google.com/file/d/1nk4sAri0_pfc2F8E5ufdvpf4jN7q96ct/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / PROVAS
ENEM 2022 COM RESOLUÇÃO.pdf,https://drive.google.com/file/d/1jeTIlJfvqaMozZ_7e9GJuixSnfhET3Sb/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / PROVAS
PROVAS ENEM PPL.pdf,https://drive.google.com/file/d/1BEwV6sL2iCMYfCU6mGK26mLuc2_lgsNz/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / PROVAS
TESTES AULA 14 - ENEM - JEAN,https://drive.google.com/file/d/13tFC1IBFUVSGtS6pZTaivj1gbIWed6r4/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / CURSO MATEMÁTICA ENEM PROFESSOR JEAN
TESTES AULA 13 - ENEM - JEAN,https://drive.google.com/file/d/1gbimYzmshtSwfBOlAq6i0fRnuky5iDT-/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / CURSO MATEMÁTICA ENEM PROFESSOR JEAN
TESTES AULA 12 - ENEM - JEAN,https://drive.google.com/file/d/1OjM6D6bqiL8FFFIIXUjETDo81Iy2CCcv/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / CURSO MATEMÁTICA ENEM PROFESSOR JEAN
TESTES AULAS 10 E 11 - ENEM - JEAN,https://drive.google.com/file/d/1SUJ-dAT50XjdMQM0uyDsksIm5ZPebk-j/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / CURSO MATEMÁTICA ENEM PROFESSOR JEAN
TESTES AULA 9 - ENEM - JEAN,https://drive.google.com/file/d/17PGTJGA8qzII3ChC8dJ0gzjy7WpUmT0C/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / CURSO MATEMÁTICA ENEM PROFESSOR JEAN
TESTES AULA 8 - ENEM - JEAN,https://drive.google.com/file/d/17RJ1d1hvD_fUWf-5z32K4xalxJaa4zvG/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / CURSO MATEMÁTICA ENEM PROFESSOR JEAN
TESTES AULA 7 - ENEM - JEAN,https://drive.google.com/file/d/1QFTnXDsUIUMKYRwEcD73X691rnoc7nOz/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / CURSO MATEMÁTICA ENEM PROFESSOR JEAN
TESTES AULA 6 - ENEM - JEAN,https://drive.google.com/file/d/1v-kpKftfUWwCpJaZxW47qK1nfA7-OVhV/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / CURSO MATEMÁTICA ENEM PROFESSOR JEAN
TESTES AULA 5 - ENEM - JEAN,https://drive.google.com/file/d/15KlzjzTPAA7xKa7S1e60uhEBPwg8Kqdf/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / CURSO MATEMÁTICA ENEM PROFESSOR JEAN
TESTES AULA 4 - ENEM - JEAN,https://drive.google.com/file/d/1wKsBv3IZydI5wrTuzR_nC2rv24Q0DzZD/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / CURSO MATEMÁTICA ENEM PROFESSOR JEAN
TESTES AULA 3 - ENEM - JEAN,https://drive.google.com/file/d/1VMP6RQfsLQ2RkXtBe69wbH3OecNy6SuS/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / CURSO MATEMÁTICA ENEM PROFESSOR JEAN
TESTES AULA 2 - ENEM - JEAN,https://drive.google.com/file/d/1g2p9XlOv__lz5-3DelHO8o9UWOb_nlvz/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / CURSO MATEMÁTICA ENEM PROFESSOR JEAN
TESTES AULA 1 - ENEM - JEAN,https://drive.google.com/file/d/1oXk4N1kB-MUr6Y8-GeuHelkVRhlZWoqT/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO ENEM / CURSO MATEMÁTICA ENEM PROFESSOR JEAN
UNIOESTE 2024.pdf,https://drive.google.com/file/d/1y0YeB7b6eHItofnv__yKK3cMhHiVvvQN/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNIOESTE / VESTIBULAR / PROVAS
UNIOESTE 2020.pdf,https://drive.google.com/file/d/1ba2XTWFtDP6RW7B-aucJqt_L3P8Nv9-Z/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNIOESTE / VESTIBULAR / PROVAS
UNIOESTE 2021.pdf,https://drive.google.com/file/d/1LPVpzjhTJPlFdeaACpV3wl9iSHzCN77m/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNIOESTE / VESTIBULAR / PROVAS
UNIOESTE 2022.pdf,https://drive.google.com/file/d/1CZNMNt7JCuYbdWfk5i7xxHtq6VqPNUcI/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNIOESTE / VESTIBULAR / PROVAS
UNIOESTE 2023.pdf,https://drive.google.com/file/d/1pDinpeEGlhAa3LBTBPBzF7ZjzvYskQkc/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNIOESTE / VESTIBULAR / PROVAS
classificados-todos-cursos-PADRAO.pdf,https://drive.google.com/file/d/1IYvCtKvJnjdopJq8kYYtdIJ8xNeM42je/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNIOESTE / VESTIBULAR / NOTAS DE CORTE
Links_obras.pdf,https://drive.google.com/file/d/178KCX5vqzwtIuI2MbovY2yFnW0z9r_Um/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNIOESTE / VESTIBULAR / INFORMAÇÕES
Conteudo_Programatico_2026-2028.pdf,https://drive.google.com/file/d/1CTPv2GafYb4stdAb2WVmo2iYXzxeoHBk/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNIOESTE / VESTIBULAR / INFORMAÇÕES
UFPR_SOCIOLOGIA_FASE_2.pdf,https://drive.google.com/file/d/1SWhWAmXhLcKAQEpyAfY15O5BNa63SBjN/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / LISTAS UFPR
SOCIOLOGIA E FILOSOFIA UFPR.pdf,https://drive.google.com/file/d/1a2_XBeMrowpJ_uuNEXG4L1b-MU29YU0u/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / LISTAS UFPR
GRAMÁTICA_UFPR.pdf,https://drive.google.com/file/d/1Roee0VRaMoel0c-j7RFtq-gNrmnOb5Gb/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / LISTAS UFPR
UFPR_QUÍMICA_FASE_1.pdf,https://drive.google.com/file/d/1tRhw_WEqNgw2bFOY606FnowoqhvxUXY0/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / LISTAS UFPR
UFPR_MATEMATICA_FASE_1.pdf,https://drive.google.com/file/d/1nMdYnRHUKM7mzIVwD40AK46xU4Hkm3Sc/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / LISTAS UFPR
UFPR_HISTÓRIA_FASE_1.pdf,https://drive.google.com/file/d/1CpW3oB-fHi_mZVW8iEuNlkOdOyyBqZc2/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / LISTAS UFPR
UFPR_GEOGRAFIA_FASE_1.pdf,https://drive.google.com/file/d/1ofrn5Lo87a03nA7yvRm5UW-vVnJpyv8p/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / LISTAS UFPR
UFPR_FISICA_FASE_1.pdf,https://drive.google.com/file/d/1A7KMsm2geFnKwg3ukvUpWn5Ovay7oeSp/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / LISTAS UFPR
UFPR_BIOLOGIA_FASE_1.pdf,https://drive.google.com/file/d/1qTjp2QjhIW579QARMZn0uqS7gitPTYrA/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / LISTAS UFPR
UFPR_QUÍMICA_FASE_2.pdf,https://drive.google.com/file/d/1LN6h3QTbJZVLUYOdfrTv3EeH4EhIRPZf/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / LISTAS UFPR
UFPR_BIOLOGIA_FASE_2.pdf,https://drive.google.com/file/d/1BzARjwcnyaidaUN17umMhRkUaeNeXKv9/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / LISTAS UFPR
GUIA DE INSCRIÇÃO UFPR 2026.pdf,https://drive.google.com/file/d/17Tf_pfpBDeQyY5ujkPLnXl5xPD2f0PDw/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / INFORMAÇÕES
EDITAL UFPR 2026.pdf,https://drive.google.com/file/d/1HuYtVUYjCs1q4EmkxO45oTcrs8Qfvwvl/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / INFORMAÇÕES
PROGRAMA UFPR 2026.pdf,https://drive.google.com/file/d/1rozw_s3j09KtegyB9z5rhQFJA8QYK60P/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / INFORMAÇÕES
UFPR 2020 COM GABARITO.pdf,https://drive.google.com/file/d/17GFn6LUJMhdl0qD7AYxdtu9K1Af1afbc/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / PROVAS
UFPR 2022 COM GABARITO.pdf,https://drive.google.com/file/d/1gLzBz--ESdbHuoUdyiGY98R8Ks2IlW1M/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / PROVAS
UFPR 2019 COM GABARITO.pdf,https://drive.google.com/file/d/1xLC3l8HTKlV8Nby-42rd0Qpra5HostYh/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / PROVAS
UFPR 2021 COM GABARITO.pdf,https://drive.google.com/file/d/1LL11qRxHsdnrYSwZqN8CG53d9XOQ_XnX/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / PROVAS
UFPR 2023 COM GABARITO.pdf,https://drive.google.com/file/d/1I4LZlC9SPRO9s7TZMKCQJBNvz6hO1BV_/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UFPR / VESTIBULAR / PROVAS
REVISTA DIÁLOGOS PEDAGÓGICOS_2024.pdf,https://drive.google.com/file/d/12H_N2cqIYTFYJ2wq7c4rPwIqxlQvGPsS/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEL / VESTIBULAR / INFORMAÇÕES
REVISTA DIÁLOGOS PEDAGÓGICOS_2025.pdf,https://drive.google.com/file/d/1FUJvurmssnuG7c2_XmAQturMK1eMmqF4/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEL / VESTIBULAR / INFORMAÇÕES
REVISTA DIÁLOGOS PEDAGÓGICOS_2023.pdf,https://drive.google.com/file/d/1TPpkJ5I4meYI2JbK2Yd15oIgIDZgH3PE/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEL / VESTIBULAR / INFORMAÇÕES
REVISTA DIÁLOGOS PEDAGÓGICOS_2022.pdf,https://drive.google.com/file/d/12c5mxm1ZuCPzKE_mpREqGden1Fb0PGpv/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEL / VESTIBULAR / INFORMAÇÕES
OBRAS UEL 2026.pdf,https://drive.google.com/file/d/1L5Xr4572JuF2Aa009mFIUBeDfQmkFvAo/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEL / VESTIBULAR / INFORMAÇÕES
DISCURSIVAS PORT UEL.pdf,https://drive.google.com/file/d/1JkwOeE1UdtTbSrhwEtXjTphJQLUThNr0/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEL / VESTIBULAR / PROVAS
DISCURSIVAS SOCIO UEL.pdf,https://drive.google.com/file/d/1TNCpGIYXFpLADZwQRtJjPcZXdJdRnc2y/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEL / VESTIBULAR / PROVAS
DISCURSIVAS BIO UEL.pdf,https://drive.google.com/file/d/1W1lPKxWtGe-WFm6_AtD7Dt5v-AmidozQ/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEL / VESTIBULAR / PROVAS
UEL 2021_GERAIS_pdf,https://drive.google.com/file/d/14wvRZqYduSSCvdBC_x7v9ddDP02B9B2u/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEL / VESTIBULAR / PROVAS
UEL 2025.PDF,https://drive.google.com/file/d/1bwWCk_eh8rgqHxABJ1FY6cHIcVvF_VeW/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEL / VESTIBULAR / PROVAS
UEL 2022_FASE UNICA.pdf,https://drive.google.com/file/d/1MFnS374yktb0YYWcb_E-hZl1AHAeOQYS/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEL / VESTIBULAR / PROVAS
UEL 2024.PDF,https://drive.google.com/file/d/1CTFwQqQjgJxieRbS3l3sRS__bBLIAZF0/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEL / VESTIBULAR / PROVAS
UEL 2020.pdf,https://drive.google.com/file/d/1YEg1ud6jWwaO2npAhw5uvlIjuyNa0uGJ/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEL / VESTIBULAR / PROVAS
2024_CandidatoVaga-PSS3.pdf,https://drive.google.com/file/d/140z3DwUu2SQu86uT_kIdIPmQNLyJqR_-/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 3 / CONCORRÊNCIA
Conteúdos Programáticos - PSS 3 2025.pdf,https://drive.google.com/file/d/1f3JVULk3DazG6w0bkXHZ1cdbHteJ6gK-/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 3 / INFORMAÇÕES
Datas - Vestibulares e PSS 2025.pdf,https://drive.google.com/file/d/1lcehoIdnloli8pxNtLLiGlwruhRpM8a6/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 3 / INFORMAÇÕES
Obras Literárias - PSS 2025.pdf,https://drive.google.com/file/d/1yQuARl9adrZkqYMBoF-Brmy_2YJX9LdK/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 3 / INFORMAÇÕES
Gêneros de Redação - PSS 2025.pdf,https://drive.google.com/file/d/1Zeem1q2ILvzBGSFM6W_TYwO7Qu-H52-I/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 3 / INFORMAÇÕES
PSS_3_Manual_do_Candidato_2024_RETIFICADO.pdf,https://drive.google.com/file/d/12mMtHcQhYU0bskVhxZ6nWMBisB8KxRIc/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 3 / INFORMAÇÕES
PSS_3_2024.pdf,https://drive.google.com/file/d/1H6bhMa4YKlmn5oktKO01-3Hm1Hgxn_bo/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 3 / PROVAS
Conteúdos Programáticos - PSS 2 2025.pdf,https://drive.google.com/file/d/1n_rfsuL920JcrM3GIXHaoZZxaz820Tfp/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 2 / INFORMAÇÕES
Datas - Vestibulares e PSS 2025.pdf,https://drive.google.com/file/d/1fGjoLWrF9_Dls8mUVYRFFb-08HHvA9iC/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 2 / INFORMAÇÕES
Obras Literárias - PSS 2025.pdf,https://drive.google.com/file/d/1_9EFq32vrWriJOk2sa7fvIm3eHrXUIfx/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 2 / INFORMAÇÕES
Gêneros de Redação - PSS 2025.pdf,https://drive.google.com/file/d/1fT4SxyrlEpmIrO18lUbgzcw1snEpTf45/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 2 / INFORMAÇÕES
PSS_2_Manual_do_Candidato_2024.pdf,https://drive.google.com/file/d/13Okphu0r1M_0i5f6sFf4e5fDn6V3NJjS/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 2 / INFORMAÇÕES
PSS_2_2024.pdf,https://drive.google.com/file/d/1OGIlnKzATU50bSshpaSyhoZOT561h3eC/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 2 / PROVAS
Datas - Vestibulares e PSS 2025.pdf,https://drive.google.com/file/d/1u6q86735jGWBwZJ2Siz1HTvVexnqtjj0/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 1 / INFORMAÇÕES
Obras Literárias - PSS 2025.pdf,https://drive.google.com/file/d/145ql2b1urmuw4vMzHN6-_pEzD0qxHUOP/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 1 / INFORMAÇÕES
Gêneros de Redação - PSS 2025.pdf,https://drive.google.com/file/d/1mnCKfT16UfJ0_WqjWoCB3y_BIBEjDhFt/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 1 / INFORMAÇÕES
Conteúdos Programáticos - PSS 1 2025.pdf,https://drive.google.com/file/d/1LUPtEo1Ar5EZKG7eDSeCq735Gae9xa7y/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 1 / INFORMAÇÕES
PSS_1_Manual_do_Candidato_2024.pdf,https://drive.google.com/file/d/1zdbV_apl4MyQIkttHIx7PiZ9-IBb0-RR/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 1 / INFORMAÇÕES
PSS_1_2024.pdf,https://drive.google.com/file/d/1ov3SFaBjV-v6v5AL0uQ3bVoiw3Og2ddQ/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / PSS 1 / PROVAS
Candidato-Vaga-UEPG2022-Concorrentes-Inscritos-UEPG.pdf,https://drive.google.com/file/d/1R_a8UNLARFd8sd3czoCtP_xNYXRcUEHc/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / VESTIBULAR / CONCORRÊNCIA
Candidato-Vaga-UEPG2023-Concorrentes-Inscritos.pdf,https://drive.google.com/file/d/1VIaKCmDxHMUooGeBqLJpREpF7IVsag1D/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / VESTIBULAR / CONCORRÊNCIA
Candidato-Vaga-UEPG2024-Concorrentes-Inscritos.pdf,https://drive.google.com/file/d/1Q4w7HncCj-g6lCeRMjSlCeOmsG2F9ZLi/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / VESTIBULAR / CONCORRÊNCIA
Datas - Vestibulares e PSS 2025.pdf,https://drive.google.com/file/d/1irdKBE4llrwIa4WcuwbfCadgMbyVwZd_/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / VESTIBULAR / INFORMAÇÕES
Obras Literárias - Vestibulares 2025.pdf,https://drive.google.com/file/d/1NMJW7LI9-eBgETJ5RNM8J_VYBmqcW2e6/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / VESTIBULAR / INFORMAÇÕES
Conteúdos Programáticos - Vestibulares 2025.pdf,https://drive.google.com/file/d/15FaIZXdKUu6ulgkco6WK5_-1kicu7AOF/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / VESTIBULAR / INFORMAÇÕES
Gêneros de Redação - Vestibulares 2025.pdf,https://drive.google.com/file/d/1eoOxp_Rtq3VxudN1H2v6ZMiuc5fivCaS/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / VESTIBULAR / INFORMAÇÕES
UEPG_2022.pdf,https://drive.google.com/file/d/1W8yleOLEwubGRyzetZ-ahPWKGE23XTEW/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / VESTIBULAR / PROVAS
UEPG_2023.pdf,https://drive.google.com/file/d/1F4u53ZH_eHmTcAcvb_0QF7iAzB_4eFSr/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / VESTIBULAR / PROVAS
UEPG_2024.pdf,https://drive.google.com/file/d/1omfbrTajCXBvT2gx_5wkijYnfTBsZzCw/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UEPG / VESTIBULAR / PROVAS
CORTES_PAC_2023.pdf,https://drive.google.com/file/d/1TnPAIXyJ9mt39V9mg7XbA54284f8Ute_/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / PAC 3 / CORTES
CONCORRÊNCIA_PAC_2024.pdf,https://drive.google.com/file/d/14WVH1icWGwHb0fx8nkQLTqKfDJ0SKicz/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / PAC 3 / CONCORRÊNCIA
PAC_III_2022_PROGRAMA_DAS_PROVAS.pdf,https://drive.google.com/file/d/1t6TmQSNxgrofIXkpxDKe3NmP6Zyh7zyN/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / PAC 3 / INFORMAÇÕES
MANUAL_PAC_III_2022.pdf,https://drive.google.com/file/d/1r5db-SFA98pbKlmLPd29Tr6JiGwRy7mR/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / PAC 3 / INFORMAÇÕES
PAC_III_2022.pdf,https://drive.google.com/file/d/1iZt1s3H6fJ3BV7ur8kX4HxUFjXleqjJN/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / PAC 3 / PROVAS
PAC_II_2023_PROGRAMA_DAS_PROVAS.pdf,https://drive.google.com/file/d/18wmT68yXFBm0SouFcVEN1yjfK_8UEdwD/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / PAC 2 / INFORMAÇÕES
MANUAL_PAC_II_2023.pdf,https://drive.google.com/file/d/1OF5o3TeeES9nLfygUJ89qXx7En0FfRh5/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / PAC 2 / INFORMAÇÕES
PAC_II_2023.pdf,https://drive.google.com/file/d/1PB7aFD81SEvrlrfdvTKNFwXJYn6a-_Go/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / PAC 2 / PROVAS
PAC_I_2024_PROGRAMA_DAS_PROVAS.pdf,https://drive.google.com/file/d/1lHoltIDfEFW_vxpZKHpLpK58Ty8kgTTn/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / PAC 1 / INFORMAÇÕES
MANUAL_PAC_I_2024.pdf,https://drive.google.com/file/d/1e59v8RRkqlCsW87PVVDL7ZHGq2alM00e/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / PAC 1 / INFORMAÇÕES
PAC I_2024.pdf,https://drive.google.com/file/d/1MI-aX_0IQtA0SbiInJC4nKEywXscPOk2/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / PAC 1 / PROVAS
PAC I_2023.pdf,https://drive.google.com/file/d/1UH3KU-R7qBMJVjmhtYoBujaVsnZRFKGX/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / PAC 1 / PROVAS
PAC I_2022.pdf,https://drive.google.com/file/d/1-luxnDcn2a_muByvuvP4unIISHxhkH-3/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / PAC 1 / PROVAS
Manual_do_candidato_Vestibular_de_2025.pdf,https://drive.google.com/file/d/11A-D3liWSrMMTbMTgon4jjyE0VwVbzq3/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / VESTIBULAR / INFORMAÇÕES
PROGRAMA_DAS_PROVAS_VESTIBULAR_DE_2025.pdf,https://drive.google.com/file/d/1-zDJO839Hag-WPaQCxeodomT3eB0hcaw/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / VESTIBULAR / INFORMAÇÕES
Concorrência_Unicentro_2020.pdf,https://drive.google.com/file/d/1ObFgfCzEzQQ_QFvpvKWxC7dXbTB4JENp/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / VESTIBULAR / CONCORRÊNCIA
Concorrência_Unicentro_2021.pdf,https://drive.google.com/file/d/1OfKP25UWMbSbIqheD2yT7SMV-S3qXtI3/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / VESTIBULAR / CONCORRÊNCIA
Concorrência_Unicentro_2022.pdf,https://drive.google.com/file/d/1VtDvjVeVpAbKiMoXy1EEC66oaXTnQctS/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / VESTIBULAR / CONCORRÊNCIA
Concorrência_Unicentro_2023.pdf,https://drive.google.com/file/d/1yfPIKXXbdi5fV9BDYGpEdnNm0TT3xqSD/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / VESTIBULAR / CONCORRÊNCIA
Concorrência_Unicentro_2024.pdf,https://drive.google.com/file/d/1slwuvaqT8ssOQY7n9WeYqxG4YyydK5B6/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / VESTIBULAR / CONCORRÊNCIA
Concorrência_Unicentro_2025.pdf,https://drive.google.com/file/d/1X3DjRfaPCauRzUHDjG9L9mNSa95RmlpI/view?usp=drivesdk,ARQUIVOS MENTORIA / IMERSÃO UNICENTRO / VESTIBULAR / CONCORRÊNCIA
